,name,url,clone_url,default_branch,stargazers_count,owner.name,owner.type,description,language,topics,size,archived,created_at,pushed_at,ignored,lang,True positive
45653,netmaui-chat-app-challenge,https://github.com/jsuarezruiz/netmaui-chat-app-challenge,https://github.com/jsuarezruiz/netmaui-chat-app-challenge.git,main,211,jsuarezruiz,User,Chat App UI Challenge made with .NET MAUI.,C#,challenge|dotnet|dotnet-maui|ui-challenge,4297,FALSE,2022-01-08 16:14:54+00:00,2022-07-10 09:21:22+00:00,TRUE,C#,T
91572,PostDemo,https://github.com/xiaoyouxinqing/PostDemo,https://github.com/xiaoyouxinqing/PostDemo.git,master,551,xiaoyouxinqing,User,BBCo - iOS开发入门教程 SwiftUI 微博App项目实战 零基础学习Swift编程,Swift,ios|ios-app|ios-demo|ios-learning|swift|swift-demo|swift-learning|swiftui|swiftui-demo|swiftui-example|swiftui-learning,1717,FALSE,2020-02-03 23:50:33+00:00,2020-07-10 23:13:41+00:00,TRUE,Swift,T
20738,thrust,https://github.com/NVIDIA/thrust,https://github.com/NVIDIA/thrust.git,main,4821,NVIDIA,Organization,[ARCHIVED] The C++ parallel algorithms library. See https://github.com/NVIDIA/cccl,C++,algorithms|cpp|cpp11|cpp14|cpp17|cpp20|cuda|cxx|cxx11|cxx14|cxx17|cxx20|gpu|gpu-computing|nvidia|nvidia-hpc-sdk|thrust,17809,FALSE,2012-03-06 01:01:29+00:00,2024-02-08 15:54:40+00:00,TRUE,C_C++,F
29389,CVE-2020-15368,https://github.com/stong/CVE-2020-15368,https://github.com/stong/CVE-2020-15368.git,master,403,stong,User,"CVE-2020-15368, aka ""How to exploit a vulnerable driver""",C++,exploit|kernel|tutorial|windows,365,FALSE,2021-06-29 04:38:24+00:00,2022-04-14 03:17:44+00:00,TRUE,C_C++,T
95194,TestableDesignExample,https://github.com/Kuniwak/TestableDesignExample,https://github.com/Kuniwak/TestableDesignExample.git,master,84,Kuniwak,User,Sample App to learn a testable design (Smalltalk flavored MVC),Swift,design-patterns|ios|mvc-architecture|testability,7943,FALSE,2017-03-11 06:02:59+00:00,2020-01-27 06:50:52+00:00,TRUE,Swift,T
30966,Head-First-Design-Patterns,https://github.com/bethrobson/Head-First-Design-Patterns,https://github.com/bethrobson/Head-First-Design-Patterns.git,master,3044,bethrobson,User,Code for Head First Design Patterns book (2020),Java,,208,FALSE,2014-04-28 21:04:55+00:00,2023-12-05 09:09:01+00:00,TRUE,Java,T
95128,Algorithm-Solutions-In-Swift,https://github.com/boudhayan/Algorithm-Solutions-In-Swift,https://github.com/boudhayan/Algorithm-Solutions-In-Swift.git,main,86,boudhayan,User,"This repository contains 250+  data structures and algorithms solutions from AlgoExpert, LeetCode & HackerRank in Swift 🧑🏻‍💻",Swift,algoexpert|algoexperts|algorithm|algorithm-challenges|algorithms|algorithms-and-data-structures|algorithms-implemented|hackerrank|hackerrank-solutions|interview-preparation|interview-questions|leetcode|leetcode-practice|leetcode-questions|leetcode-solutions|leetcode-swift,516,FALSE,2021-07-17 10:19:50+00:00,2024-02-04 09:44:55+00:00,TRUE,Swift,T
246,awesome-quant,https://github.com/wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant.git,master,15188,wilsonfreitas,User,"A curated list of insanely awesome libraries, packages and resources for Quants (Quantitative Finance)",Python,algorithmic-trading-engine|algorithmic-trading-library|algotrading|arbitrage-bot|awesome|awesome-list|finance|finance-api|financial-data|financial-instruments|google-finance|quant|quantitative-finance|quantitative-trading|stock-data|technical-analysis|trading-algorithms|trading-bot|trading-strategies|yahoo-finance,1703,FALSE,2015-09-30 09:53:49+00:00,2024-02-20 08:46:08+00:00,TRUE,Python,T
76035,IPC-Examples,https://github.com/perihanmirkelam/IPC-Examples,https://github.com/perihanmirkelam/IPC-Examples.git,main,54,perihanmirkelam,User,"Client and server applications to perform inter-process communication. AIDL, Messenger and Broadcast performed in one app.",Kotlin,aidl|android|broadcast|ipc|kotlin|messenger|view-binding,174,FALSE,2020-12-20 20:27:08+00:00,2022-05-11 07:20:54+00:00,TRUE,Kotlin,T
22166,opengles3-book,https://github.com/danginsburg/opengles3-book,https://github.com/danginsburg/opengles3-book.git,master,1867,danginsburg,User,OpenGL ES 3.0 Programming Guide Sample Code,C,,4064,FALSE,2013-11-26 18:47:05+00:00,2023-04-26 22:14:57+00:00,TRUE,C_C++,T
75746,AndroidLibraryForGitHubPackagesDemo,https://github.com/enefce/AndroidLibraryForGitHubPackagesDemo,https://github.com/enefce/AndroidLibraryForGitHubPackagesDemo.git,master,58,enefce,Organization,Sample project showcasing the steps to publish and consume Android Libraries on the GitHub Packages Registry,Kotlin,android|android-application|android-development|android-library|android-studio|github-actions|github-package-registry|github-packages|gradle|kotlin,173,FALSE,2019-11-07 07:57:04+00:00,2021-06-30 13:50:45+00:00,TRUE,Kotlin,T
39194,Hebrew-Resources,https://github.com/NNLP-IL/Hebrew-Resources,https://github.com/NNLP-IL/Hebrew-Resources.git,master,220,NNLP-IL,Organization,A comprehensive list of Hebrew NLP resources.,Java,,20712,FALSE,2018-01-10 21:45:38+00:00,2024-02-07 09:45:21+00:00,TRUE,Java,T
74208,Android-App-Linking,https://github.com/SimonMarquis/Android-App-Linking,https://github.com/SimonMarquis/Android-App-Linking.git,master,90,SimonMarquis,User,🔗 The ultimate developer guide to Android application linking methods,Kotlin,,25656,FALSE,2017-09-04 20:07:36+00:00,2023-08-24 20:13:30+00:00,TRUE,Kotlin,T
13885,electron-boilerplate,https://github.com/sindresorhus/electron-boilerplate,https://github.com/sindresorhus/electron-boilerplate.git,main,1640,sindresorhus,User,Boilerplate to kickstart creating an app with Electron,JavaScript,app|boilerplate|electron|electron-boilerplate|template|template-repository,763,FALSE,2015-04-23 11:38:29+00:00,2022-08-17 23:56:39+00:00,TRUE,JavaScript,T
97144,stream-tutorial-projects,https://github.com/GetStream/stream-tutorial-projects,https://github.com/GetStream/stream-tutorial-projects.git,main,49,GetStream,Organization,"This repo contains SwiftUI, Jetpack Compose & React Native projects for some of the iOS and Android tutorial series in the Stream Developers YouTube channel (https://youtube.com/playlist?list=PLNBhvhkAJG6tJYnY-5oZ1JCp2fBNbVL_6). ",Swift,android-app|audio-room|callkit|facetime|jetpack-compose|jetpackcompose|livestreaming|pushkit|react-native|swift|swiftui|swiftui-animations|swiftui-tutorials|twitter-animation|video-call|video-calling|video-calling-app|voice-messages|voice-messaging,183832,FALSE,2022-05-08 20:15:22+00:00,2024-02-19 15:23:09+00:00,TRUE,Swift,T
90950,example-ios-apps,https://github.com/jogendra/example-ios-apps,https://github.com/jogendra/example-ios-apps.git,master,992,jogendra,User, A curated list of Open Source example iOS apps developed in Swift. An amazing list for people who are beginners and learning ios development and for ios developers who need any example app or feature.,Swift,apple|applications|example-app|example-project|example-repo|examples|hacktoberfest|ios|ios-app|ios-demo|ios-swift|ios-ui|swift|swift-3|swift-language|swift3|swift4|xcode|xcode-templates|xcodeproj,151,FALSE,2017-08-03 13:03:32+00:00,2024-02-06 15:47:23+00:00,TRUE,Swift,T
74664,demo_wiki_search_count,https://github.com/elye/demo_wiki_search_count,https://github.com/elye/demo_wiki_search_count.git,master,79,elye,User,A demo of Kotlin and Retrofit to read from Wiki API the hit count given.,Kotlin,,134,FALSE,2017-06-10 12:01:53+00:00,2020-05-05 10:46:22+00:00,TRUE,Kotlin,T
56026,opengl-demo,https://github.com/SerafimArts/opengl-demo,https://github.com/SerafimArts/opengl-demo.git,master,161,SerafimArts,User,Just an OpenGL (SDL) demo in pure PHP,PHP,opengl|php|sdl2,5211,FALSE,2020-03-29 19:29:13+00:00,2024-02-08 15:12:11+00:00,TRUE,PHP,T
30641,leet-code,https://github.com/awangdev/leet-code,https://github.com/awangdev/leet-code.git,master,4352,awangdev,User,Java Solutions to problems on LintCode/LeetCode,Java,algorithm|dynamicprogramming|java|java-solution|leetcode|lintcode,7495,FALSE,2015-04-25 19:14:09+00:00,2022-12-14 04:08:44+00:00,TRUE,Java,T
50405,laravel-vue-spa,https://github.com/cretueusebiu/laravel-vue-spa,https://github.com/cretueusebiu/laravel-vue-spa.git,master,3047,cretueusebiu,User,A Laravel-Vue SPA starter kit.,PHP,laravel|php|spa|vue,2487,FALSE,2017-01-16 22:40:38+00:00,2022-10-19 21:27:49+00:00,TRUE,PHP,T
27207,platformio-examples,https://github.com/platformio/platformio-examples,https://github.com/platformio/platformio-examples.git,develop,546,platformio,Organization,PlatformIO Project Examples,C++,examples|platformio,814,FALSE,2016-04-23 15:52:57+00:00,2023-12-27 13:22:37+00:00,TRUE,C_C++,T
37471,demo-java-x,https://github.com/nipafx/demo-java-x,https://github.com/nipafx/demo-java-x.git,main,294,nipafx,User,Demonstrates Java 9-18's new features,Java,java,9549,FALSE,2016-08-18 11:08:19+00:00,2023-11-02 14:06:00+00:00,TRUE,Java,T
96379,100DaysOfSwiftUI,https://github.com/emin-grbo/100DaysOfSwiftUI,https://github.com/emin-grbo/100DaysOfSwiftUI.git,master,59,emin-grbo,User,100 Days Of SwiftUI Challenge by Paul Hudson - https://www.hackingwithswift.com/100/swiftui,Swift,,63567,FALSE,2019-10-05 18:10:01+00:00,2020-01-03 20:44:53+00:00,TRUE,Swift,T
21256,leetcode,https://github.com/begeekmyfriend/leetcode,https://github.com/begeekmyfriend/leetcode.git,master,3015,begeekmyfriend,User,LeetCode in pure C,C,leetcode|leetcode-c,553,FALSE,2015-06-15 15:44:58+00:00,2024-01-10 01:13:36+00:00,TRUE,C_C++,T
63087,go-api-boilerplate,https://github.com/vardius/go-api-boilerplate,https://github.com/vardius/go-api-boilerplate.git,master,872,vardius,User,Go Server/API boilerplate using best practices DDD CQRS ES gRPC,Go,api|best-practices|boilerplate|bootstrap|cqrs|ddd|docker|event-sourcing|golang|grpc|helm|helm-charts|kubernetes|microservices|oauth2|oauth2-server|restful|rpc|starter-kit|telepresence,10173,FALSE,2017-10-14 00:50:41+00:00,2023-02-25 06:05:41+00:00,TRUE,Go,T
92891,KavSoft-Tutorials-iOS,https://github.com/kenfai/KavSoft-Tutorials-iOS,https://github.com/kenfai/KavSoft-Tutorials-iOS.git,main,229,kenfai,User,iOS SwiftUI Tutorials by Kavsoft,Swift,ios|swift|swiftui,250931,FALSE,2020-11-10 10:01:35+00:00,2021-02-28 12:37:21+00:00,TRUE,Swift,T
48775,Swashbuckle.Examples,https://github.com/mattfrear/Swashbuckle.Examples,https://github.com/mattfrear/Swashbuckle.Examples.git,master,117,mattfrear,User,Adds the [SwaggerRequestExample] and [SwaggerResponseExample] attributes to Swashbuckle,C#,,502,FALSE,2017-04-30 16:50:14+00:00,2023-05-31 18:45:25+00:00,TRUE,C#,T
4903,hcaptcha-challenger,https://github.com/QIN2DIM/hcaptcha-challenger,https://github.com/QIN2DIM/hcaptcha-challenger.git,main,1349,QIN2DIM,User,🥂 Gracefully face hCaptcha challenge with MoE(ONNX) embedded solution.,Python,clip|computer-vision|hcaptcha|hcaptcha-solver|image-segmentation|multi-modal|multi-modal-learning|object-detection|onnx|onnx-models|onnxruntime|opencv-python|playwright|solver|yolo|yolov5|zero-shot-classification,70889,FALSE,2022-02-15 07:08:12+00:00,2023-12-07 18:50:04+00:00,TRUE,Python,T
40551,DesignPatterns,https://github.com/abishekaditya/DesignPatterns,https://github.com/abishekaditya/DesignPatterns.git,master,2328,abishekaditya,User,Project : Design Patterns Examples in C#,C#,24projects|c-sharp|csharp|design-pattern|design-patterns|designpatterns|software-development,99,FALSE,2017-03-17 18:28:25+00:00,2024-01-10 22:10:17+00:00,TRUE,C#,T
21584,code-library,https://github.com/ShahjalalShohag/code-library,https://github.com/ShahjalalShohag/code-library.git,main,2495,ShahjalalShohag,User,"Templates, algorithms and data structures implemented and collected for programming contests.",C++,algorithms|code-library|competitive-programming|cpp|data-structures|data-structures-and-algorithms|hacktoberfest,3463,FALSE,2018-11-18 08:49:47+00:00,2024-02-19 19:11:43+00:00,TRUE,C_C++,T
32851,spring-boot-websocket-chat-demo,https://github.com/callicoder/spring-boot-websocket-chat-demo,https://github.com/callicoder/spring-boot-websocket-chat-demo.git,master,1006,callicoder,User,Spring Boot WebSocket Chat Demo with SockJS fallback and STOMP protocol,Java,chat|sockjs|spring|spring-boot|stomp|tutorial|websocket,214,FALSE,2017-07-25 13:06:54+00:00,2023-07-08 21:32:20+00:00,TRUE,Java,T
55620,acf-dynamic-ajax-select-example,https://github.com/Hube2/acf-dynamic-ajax-select-example,https://github.com/Hube2/acf-dynamic-ajax-select-example.git,master,177,Hube2,User,Examples of dynamically loading values with AJAX based on other fields,PHP,,55,FALSE,2016-07-23 12:49:05+00:00,2021-10-22 13:41:32+00:00,TRUE,PHP,T
56124,bitcoin-cryptocurrency-tutorial,https://github.com/atlaschiew/bitcoin-cryptocurrency-tutorial,https://github.com/atlaschiew/bitcoin-cryptocurrency-tutorial.git,master,158,atlaschiew,User,PHP & Cryptocurrencies Collections. Powered By https://btcschools.net,PHP,bitcoin|blockchain|cryptoassets|cryptocoins|cryptocurrency|ethereum|litecoin|php|rapid-development|tron|tutorials,4284,FALSE,2020-07-09 19:35:41+00:00,2023-05-05 02:24:06+00:00,TRUE,PHP,T
58748,examples,https://github.com/brefphp/examples,https://github.com/brefphp/examples.git,master,95,brefphp,Organization,Examples of PHP applications built with Bref,PHP,bref|laravel|php|symfony,1326,FALSE,2020-01-05 12:24:12+00:00,2024-01-21 00:41:31+00:00,TRUE,PHP,T
56000,Microservices-Examples-PHP,https://github.com/ProdigyView-Toolkit/Microservices-Examples-PHP,https://github.com/ProdigyView-Toolkit/Microservices-Examples-PHP.git,master,162,ProdigyView-Toolkit,Organization,Examples of PHP Microservices inPHP,PHP,,8188,FALSE,2019-01-02 01:50:53+00:00,2022-06-21 17:40:43+00:00,TRUE,PHP,T
86794,learn-wgpu-cn,https://github.com/doodlewind/learn-wgpu-cn,https://github.com/doodlewind/learn-wgpu-cn.git,master,103,doodlewind,User,🇨🇳 《Learn Wgpu》中文版,Rust,graphics|rust|translation|tutorial|webgl|webgpu,30063,FALSE,2022-04-23 06:51:59+00:00,2022-04-30 14:55:56+00:00,TRUE,Rust,T
81563,soroban-example-dapp,https://github.com/stellar/soroban-example-dapp,https://github.com/stellar/soroban-example-dapp.git,main,694,stellar,Organization,End-to-End Example Soroban Dapp,Rust,,1389,FALSE,2022-09-02 18:11:13+00:00,2024-01-24 15:00:05+00:00,TRUE,Rust,T
78823,multi-flavor-lib-demo,https://github.com/mirceanis/multi-flavor-lib-demo,https://github.com/mirceanis/multi-flavor-lib-demo.git,multi-lib,30,mirceanis,User,how to use jitpack to publish multi-flavor android libraries,Kotlin,android|android-library|flavors|gradle|jitpack|library|multilib,161,FALSE,2018-06-21 14:20:41+00:00,2020-03-13 10:48:21+00:00,TRUE,Kotlin,T
69559,go-postgres-react-starter,https://github.com/aesrael/go-postgres-react-starter,https://github.com/aesrael/go-postgres-react-starter.git,master,180,aesrael,User,"A go, postgres API with basic jwt auth starter, complete with a react frontend",Go,boilerplate|go|jwt|postgresql|react|starter,1560,FALSE,2019-07-20 13:12:07+00:00,2021-11-24 14:51:47+00:00,TRUE,Go,T
30029,spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo.git,master,31571,xkcoding,User,🚀一个用来深入学习并实战 Spring Boot 的项目。,Java,demo|in-action|java|spring|spring-boot|spring-boot-2|spring-boot-demo|web|xkcoding,14194,FALSE,2017-11-10 06:27:29+00:00,2024-02-01 02:41:48+00:00,TRUE,Java,T
51513,someline-starter,https://github.com/someline/someline-starter,https://github.com/someline/someline-starter.git,master,843,someline,Organization,"Someline Starter is a PHP framework for quick building Web Apps and Restful APIs, with modern PHP design pattern foundation.",PHP,,34730,FALSE,2016-06-09 12:28:01+00:00,2020-06-03 08:45:30+00:00,TRUE,PHP,T
94568,Youtube-tutorial,https://github.com/codecat15/Youtube-tutorial,https://github.com/codecat15/Youtube-tutorial.git,master,106,codecat15,User,,Swift,,11951,FALSE,2019-12-20 05:39:33+00:00,2023-04-02 02:15:45+00:00,TRUE,Swift,T
70989,BubbleShowCase-Android,https://github.com/ECLaboratorio/BubbleShowCase-Android,https://github.com/ECLaboratorio/BubbleShowCase-Android.git,master,572,ECLaboratorio,Organization,BubbleShowCase is a framework that let you to use informative bubbles to help your users pointing out different App features.,Kotlin,android|bubble|intro|java|kotlin|showcase|showcase-steps|showcaseview|showcaseview-library|tutorial,2175,FALSE,2018-09-12 09:52:57+00:00,2022-09-09 14:51:16+00:00,TRUE,Kotlin,T
61544,dasarpemrogramangolang,https://github.com/novalagung/dasarpemrogramangolang,https://github.com/novalagung/dasarpemrogramangolang.git,master,2101,novalagung,User,📖 Source Code E-book Dasar Pemrograman Golang,Go,book|ebook|go|golang|learning|source-code|tutorial,650445,FALSE,2015-10-22 01:51:06+00:00,2024-02-15 17:33:53+00:00,TRUE,Go,T
18595,js-101-beginners-ms,https://github.com/glaucia86/js-101-beginners-ms,https://github.com/glaucia86/js-101-beginners-ms.git,main,643,glaucia86,User,Repositório responsável por todos os códigos desenvolvidos durante a Série para Iniciantes em JavaScript,JavaScript,curso|javascript|microsoft|microsoft-learn|nodejs|tutorial,70,FALSE,2021-07-07 17:26:36+00:00,2021-07-13 14:55:16+00:00,TRUE,JavaScript,T
8272,CyberThreatHunting,https://github.com/A3sal0n/CyberThreatHunting,https://github.com/A3sal0n/CyberThreatHunting.git,master,776,A3sal0n,User,A collection of resources for Threat Hunters - Sponsored by Falcon Guard,Python,cybersecurity|dfir|incident-response|threat-hunting|threat-intelligence,43900,FALSE,2017-02-25 14:47:59+00:00,2023-11-19 19:12:27+00:00,TRUE,Python,T
82809,rustapi,https://github.com/ndelvalle/rustapi,https://github.com/ndelvalle/rustapi.git,master,344,ndelvalle,User,🚀 RESTful Rust API Template / Boilerplate,Rust,api|axum|boilerplate|mongodb|restful|rust|starter-template,714,FALSE,2019-10-17 17:21:47+00:00,2024-02-20 10:06:05+00:00,TRUE,Rust,T
74496,MVI-Clean-Architecture,https://github.com/yusufceylan/MVI-Clean-Architecture,https://github.com/yusufceylan/MVI-Clean-Architecture.git,master,83,yusufceylan,User,MVI + Clean Architecture + Best Practices | Example of Clean Architecture of Android app using MVI design pattern with Jetpack and popular libraries,Kotlin,clean-architecture|coroutines|coroutines-android|dagger-hilt|kotlin|kotlin-flows|kotlinx-serialization|mockito|modular|modularization|mvi-android|mvi-architecture|mvi-clean-architecture|mvvm|mvvm-android|mvvm-architecture|navigation-component|room|testing,267,FALSE,2021-01-30 13:21:54+00:00,2021-07-15 07:54:26+00:00,TRUE,Kotlin,T
50112,think,https://github.com/top-think/think,https://github.com/top-think/think.git,8,7792,top-think,Organization,ThinkPHP Framework ——十年匠心的高性能PHP框架,PHP,framework|orm|route|template|thinkphp,24404,FALSE,2013-02-20 03:14:27+00:00,2023-07-30 13:21:41+00:00,TRUE,PHP,T
67795,beego-demo,https://github.com/gwduan/beego-demo,https://github.com/gwduan/beego-demo.git,develop,245,gwduan,User,"A web demo using Beego framework, with MongoDB, MySQL and Redis support.",Go,,105,FALSE,2014-08-18 09:48:35+00:00,2023-02-25 01:03:18+00:00,TRUE,Go,T
10098,project-guidelines,https://github.com/elsewhencode/project-guidelines,https://github.com/elsewhencode/project-guidelines.git,master,29127,elsewhencode,Organization,A set of best practices for JavaScript projects,JavaScript,best-practices|guidelines|how-to|javascript|javascript-best-practices|maintainability,493,FALSE,2017-06-30 10:17:55+00:00,2024-02-15 10:13:37+00:00,TRUE,JavaScript,T
61205,pongo2,https://github.com/flosch/pongo2,https://github.com/flosch/pongo2.git,master,2747,flosch,User,Django-syntax like template-engine for Go,Go,django|go|golang|golang-library|pongo2|template|template-engine|template-language|templates,713,FALSE,2013-08-23 01:00:08+00:00,2023-12-12 02:01:18+00:00,TRUE,Go,T
40752,Chess-Challenge,https://github.com/SebLague/Chess-Challenge,https://github.com/SebLague/Chess-Challenge.git,main,1775,SebLague,User,Create your own tiny chess bot!,C#,,3580,FALSE,2023-07-17 13:28:56+00:00,2024-02-08 17:41:00+00:00,TRUE,C#,T
94597,examples,https://github.com/muxinc/examples,https://github.com/muxinc/examples.git,main,105,muxinc,Organization,Example playground! ,Swift,,28832,FALSE,2019-01-11 01:12:10+00:00,2024-02-11 14:31:01+00:00,TRUE,Swift,T
12815,js-primer,https://github.com/asciidwango/js-primer,https://github.com/asciidwango/js-primer.git,master,2299,asciidwango,Organization,:book: JavaScript Primer - 迷わないための入門書,JavaScript,book|browser|ecmascript|javascript|nodejs|tutorial,429755,FALSE,2016-02-02 05:16:25+00:00,2024-02-20 12:29:47+00:00,TRUE,JavaScript,T
94499,SwiftLint_build_phase_example,https://github.com/steven851007/SwiftLint_build_phase_example,https://github.com/steven851007/SwiftLint_build_phase_example.git,main,108,steven851007,User,,Swift,,8939,FALSE,2022-12-27 09:14:58+00:00,2022-12-29 01:47:46+00:00,TRUE,Swift,T
61598,GoCasts,https://github.com/StephenGrider/GoCasts,https://github.com/StephenGrider/GoCasts.git,master,2027,StephenGrider,User,Companion Repo to https://www.udemy.com/go-the-complete-developers-guide/,Go,,1305,FALSE,2017-07-25 18:12:42+00:00,2022-10-13 05:55:46+00:00,TRUE,Go,T
72903,android-dev-challenge-compose-4,https://github.com/Mercandj/android-dev-challenge-compose-4,https://github.com/Mercandj/android-dev-challenge-compose-4.git,main,152,Mercandj,User,Weather app done in Jetpack Compose for the #AndroidDevChallenge 2021 🌦  ☀️. Neumorphism UI.,Kotlin,android-weather|android-weatherapp|androiddevchallenge|androiddevchallenge-compose|jetpack-compose|jetpackcompose|neumorphism,100064,FALSE,2021-03-17 17:43:20+00:00,2021-07-20 22:43:29+00:00,TRUE,Kotlin,T
93735,SwiftUI-Bootcamp,https://github.com/SwiftfulThinking/SwiftUI-Bootcamp,https://github.com/SwiftfulThinking/SwiftUI-Bootcamp.git,main,149,SwiftfulThinking,User,Full source code for the SwiftUI Bootcamp. The complete tutorial is available for free on my YouTube channel @SwiftfulThinking. The project is a collection of individual tutorials and not a working application.,Swift,,670,FALSE,2021-03-24 02:16:50+00:00,2024-01-28 19:56:46+00:00,TRUE,Swift,T
11754,algorithms.js,https://github.com/felipernb/algorithms.js,https://github.com/felipernb/algorithms.js.git,master,3721,felipernb,User,Atwood's Law applied to CS101 - Classic algorithms and data structures implemented in JavaScript,JavaScript,algorithms|binary-trees|data-structures|graph|javascript|sorting-algorithms,778,FALSE,2014-02-10 00:04:28+00:00,2022-05-22 20:03:10+00:00,TRUE,JavaScript,T
10493,examples,https://github.com/serverless/examples,https://github.com/serverless/examples.git,v3,11212,serverless,Organization,"Serverless Examples – A collection of boilerplates and examples of serverless architectures built with the Serverless Framework on AWS Lambda, Microsoft Azure, Google Cloud Functions, and more.",JavaScript,examples|serverless|serverless-framework,16671,FALSE,2016-11-12 02:14:55+00:00,2024-02-19 11:56:24+00:00,TRUE,JavaScript,T
55701,react-laravel-boilerplate,https://github.com/huwcarwyn/react-laravel-boilerplate,https://github.com/huwcarwyn/react-laravel-boilerplate.git,master,174,huwcarwyn,User,"A Laravel REST API backend with React/Redux, hot module reloading in development and route-level code splitting",PHP,boilerplate|code-splitting|formik|hot-module-replacement|laravel|react|react-css-modules|react-lazy|redux|storybook|tailwindcss|travis-ci,5388,FALSE,2017-10-21 14:11:54+00:00,2023-01-03 18:33:10+00:00,TRUE,PHP,T
61075,LeetCode-in-Go,https://github.com/aQuaYi/LeetCode-in-Go,https://github.com/aQuaYi/LeetCode-in-Go.git,master,3153,aQuaYi,User,"Go Solution for LeetCode algorithms problems, 100% coverage.",Go,algorithms|go|leetcode,31508,TRUE,2017-07-12 12:46:22+00:00,2023-02-24 23:31:29+00:00,TRUE,Go,T
66760,gorest,https://github.com/pilinux/gorest,https://github.com/pilinux/gorest.git,main,304,pilinux,User,"Go RESTful API starter kit with Gin, JWT, GORM (MySQL, PostgreSQL, SQLite), Redis, Mongo, 2FA, email verification, password recovery",Go,api|go|golang|golang-api|golang-rest|gorest|gorestapi|jwt|jwt-authentication|mit-license|mongodb|mysql|open-source|opensource|postgresql|redis|rest-api|restful|restful-api|sqlite3,995,FALSE,2019-03-14 19:50:31+00:00,2024-02-15 22:08:03+00:00,TRUE,Go,T
36579,netty-practical-tutorial,https://github.com/Snailclimb/netty-practical-tutorial,https://github.com/Snailclimb/netty-practical-tutorial.git,master,349,Snailclimb,User,Netty from introduction to practice(Netty从入门到实战：手写HTTP Server+RPC框架),Java,,2397,FALSE,2020-07-23 02:28:12+00:00,2021-12-18 11:04:46+00:00,TRUE,Java,T
8580,BLCMods,https://github.com/BLCM/BLCMods,https://github.com/BLCM/BLCMods.git,master,745,BLCM,Organization,This is a repository for Community Mods made for the Borderlands series,Python,borderlands-series|community-mods|mod|tutorial|wiki,145535,FALSE,2017-03-12 04:21:03+00:00,2024-02-20 00:54:13+00:00,TRUE,Python,T
53670,demo,https://github.com/yiisoft/demo,https://github.com/yiisoft/demo.git,master,309,yiisoft,Organization,Yii 3 demo application,PHP,demo|hacktoberfest|internal|yii3,1683,FALSE,2019-05-18 19:42:37+00:00,2024-02-20 12:25:03+00:00,TRUE,PHP,T
21498,raspi3-tutorial,https://github.com/bztsrc/raspi3-tutorial,https://github.com/bztsrc/raspi3-tutorial.git,master,2618,bztsrc,User,Bare metal Raspberry Pi 3 tutorials,C,,535,FALSE,2018-01-04 17:33:38+00:00,2023-09-18 21:57:16+00:00,TRUE,C_C++,T
63401,demo,https://github.com/cloudnativedevops/demo,https://github.com/cloudnativedevops/demo.git,main,774,cloudnativedevops,Organization,Simple demonstration app for 'Cloud Native Devops',Go,,351,FALSE,2018-04-18 14:42:00+00:00,2022-12-16 16:10:32+00:00,TRUE,Go,T
16767,minimal-react-webpack-babel-setup,https://github.com/rwieruch/minimal-react-webpack-babel-setup,https://github.com/rwieruch/minimal-react-webpack-babel-setup.git,master,856,rwieruch,User,"The minimal React, Webpack, Babel Setup. You want to get beyond create-react-app?",JavaScript,babel|babel-setup|babel7|boilerplate|react|react-boilerplate|webpack|webpack4,9227,FALSE,2017-02-22 21:11:09+00:00,2022-02-13 18:29:27+00:00,TRUE,JavaScript,T
5646,flask-celery-example,https://github.com/miguelgrinberg/flask-celery-example,https://github.com/miguelgrinberg/flask-celery-example.git,master,1165,miguelgrinberg,User,This repository contains the example code for my blog article Using Celery with Flask.,Python,,11,FALSE,2014-12-29 06:41:57+00:00,2023-01-03 11:17:14+00:00,TRUE,Python,T
91268,Coordinator,https://github.com/radianttap/Coordinator,https://github.com/radianttap/Coordinator.git,master,714,radianttap,User,Implementation of Coordinators app design pattern.,Swift,architecture|design-patterns|ios-lib|swift,12681,FALSE,2016-11-23 13:07:37+00:00,2023-12-18 09:58:53+00:00,TRUE,Swift,T
75202,Open-PDF-File-Android-Example,https://github.com/MindorksOpenSource/Open-PDF-File-Android-Example,https://github.com/MindorksOpenSource/Open-PDF-File-Android-Example.git,master,68,MindorksOpenSource,Organization,An example project to demonstrate how to open a PDF file in Android programmatically,Kotlin,android|android-example|mindorks|pdf-document|pdf-reader|pdf-viewer,289,FALSE,2020-04-04 04:50:32+00:00,2020-04-04 11:12:46+00:00,TRUE,Kotlin,T
2928,examples,https://github.com/pyqt/examples,https://github.com/pyqt/examples.git,_,2184,pyqt,Organization,Learn to create a desktop app with Python and Qt,Python,gui|pyqt|pyqt5|pyqt5-examples|pyqt5-tutorial|pyside2|python|python3|qt|qt5,3794,FALSE,2016-10-13 07:03:35+00:00,2023-08-27 00:37:07+00:00,TRUE,Python,T
